true data1;fpga data1;loss data1;true data2;fpga data2;loss data2;AC1;PH1;AC2;PH2
3041.3188881121177;3049.2491608911073;0.26075111064437645;269.8840959718694;269.00953102111816;0.8745649507512212;3041.3188881121177;0.1637326123270202;4051.321997311588;4.710366073477487
3295.8798603688347;3279.7002791997907;0.490903244490028;290.46771245338533;291.22287368774414;0.755161234358809;3295.8798603688347;3.844374254378156;287.24227216662587;5.06961795304771
242.94938372411505;243.38858410532896;0.18077855332724319;33.168811020400625;32.1140251159668;1.0547859044338281;242.94938372411505;4.7331323900450695;4041.5504895106415;0.578904961277771
2996.6462963276754;2995.166935118595;0.04936722798727289;279.42671576223177;280.09294176101685;0.6662259987850803;2996.6462963276754;3.5537837716333702;2905.4772017404853;4.876916208085281
3946.345428016;3948.0760422849453;0.04385359316646107;113.90119715296001;114.66243314743042;0.761235994470411;3946.345428016;0.3300416778025961;1000.6879381381954;1.9879509122823433
3598.688068127339;3567.9520723188853;0.8540889131423975;37.286157727613;36.854816913604736;0.43134081400826574;3598.688068127339;5.76319055364824;1804.7194259149398;0.6507662177647738
3641.2644920308207;3658.6962715677355;0.47872873764225304;16.678627082837437;17.12090492248535;0.44227783964791456;3641.2644920308207;1.5480878000615832;2126.3412084778083;0.2910969573078103
2918.47370422129;2889.8015400709864;0.9824369535635048;252.49619078018185;251.76638650894165;0.729804271240198;2918.47370422129;5.786484070415127;2419.973712374821;4.406889877857923
388.17518278974313;383.214581670391;1.277928455833063;302.86468584548066;303.03079080581665;0.16610496033598565;388.17518278974313;4.831111905278373;2606.950072439914;5.285985956021904
2163.8085585319504;2142.328868254861;0.9926797910283955;40.48573647890899;40.551626682281494;0.06589020337250417;2163.8085585319504;0.2219126560876135;1526.968728854864;0.7066094016517377
3940.7565078891034;3937.970235931923;0.07070398669906275;2.7605320448368635;1.998258113861084;0.7622739309757796;3940.7565078891034;4.203747865223982;2782.5292440058097;0.048180373289215
