true data1;fpga data1;loss data1;true data2;fpga data2;loss data2;AC1;PH1;AC2;PH2
75100.329895048;75100.6240234375;0.00039164726695108457;19638.67508995242;19638.58984375;0.0004340730829806631;3428.9239047903075;1.3162051694909118;3428.9239047903075;6.108057601312883
47074.456082016084;47074.6484375;0.0004086196632431733;62449.178989053646;62448.921875;0.0004117172680375909;3483.5382835167024;0.6432114308772345;3483.5382835167024;6.21641449256098
-3910.0054733411953;-3910.01953125;0.00035953680629258324;-11424.307523267318;-11424.2587890625;0.0004265834469084445;537.6809585013923;3.4710274264572956;537.6809585013923;4.174809508797039
13648.865138755109;13648.908203125;0.00031551612132733523;37816.31823753221;37816.1689453125;0.00039478253480140226;1782.5541777891597;0.3502922261592008;1782.5541777891597;4.522904102825701
13163.534275793772;13163.580078125;0.0003479485848404003;-68144.79795273457;-68144.50390625;0.0004315024674050121;3087.462821187696;2.950808422741362;3087.462821187696;1.10410209506054
-52286.61833103237;-52286.81640625;0.00037882583336596094;15765.723446915548;15765.6572265625;0.0004200273667823421;2430.7123051453727;4.9986533129213235;2430.7123051453727;5.104175569769846
-6414.280573375812;-6414.306640625;0.0004063939656130637;14616.07921583913;14616.017578125;0.00042171168628922273;711.8922644472239;5.86810790855921;711.8922644472239;5.548648146231498
1230.3934607185702;1230.3994140625;0.00048385692218773596;7947.755003695658;7947.72265625;0.0004070010417170554;359.39333077944633;0.13753809336945944;359.39333077944633;1.96919612197635
-422.6969247028453;-422.6982421875;0.0003116854128091689;-43962.56895974153;-43962.3837890625;0.0004212007701429013;1936.435179204843;3.1425809475715143;1936.435179204843;2.5164771412220297
-16348.329534150585;-16348.384765625;0.0003378416999679732;80844.42686067134;80844.091796875;0.00041445503339688003;3715.7689301613273;6.079459553184545;3715.7689301613273;5.466851843302577
7667.191185895533;7667.2138671875;0.00029582269983039004;45365.929996274135;45365.732421875;0.0004355127276161175;2044.736064824397;0.1830509671285654;2044.736064824397;4.1081794398908
43680.85164264876;43681.0087890625;0.00035976041635680525;1923.3996715387902;1923.39453125;0.0002672501647113034;1933.7842040200344;1.5305819371586429;1933.7842040200344;0.9159148773175801
146.47925676886115;146.4794921875;0.0001607180730190705;2145.2737590799397;2145.2646484375;0.00042468437425179924;95.62338080255684;0.06911213916643712;95.62338080255684;1.3884940142757287
15433.75704192983;15433.810546875;0.0003466747923056025;81657.15937920666;81656.8095703125;0.00042838729244981395;3724.1735414282175;0.18814742862811817;3724.1735414282175;0.1045731806457497
-22645.84979029264;-22645.9365234375;0.00038299796944671013;6066.477908686271;6066.453125;0.0004085350123076721;1037.520814223863;4.969068186784626;1037.520814223863;4.958037258603474
13806.330764820395;13806.3857421875;0.0003982040416174204;2699.1732506887174;2699.166015625;0.00026804739990553365;625.1981015498336;1.3683691362315453;625.1981015498336;1.1156366869163845
-7252.559487274151;-7252.5908203125;0.0004320273195101312;74977.90834916034;74977.58203125;0.0004352187431239205;3373.64817026929;6.201325073453232;3373.64817026929;2.6475704486750256
15781.963472849726;15782.0224609375;0.0003737690045707905;3876.230127102868;3876.2119140625;0.00046986478539709606;729.8498476058608;1.3323045055242733;729.8498476058608;5.745467780541635
-4860.973708882051;-4860.984375;0.00021942348565615557;56191.383008099394;56191.1513671875;0.0004122356480539561;2498.516207940346;6.202095272281922;2498.516207940346;5.35730906424492
-17232.830241954252;-17232.896484375;0.00038439664186045537;3217.276546165846;3217.2626953125;0.00043051485152756765;786.8401025138814;4.893275527601027;786.8401025138814;0.23373838476184328
-1462.0103383262413;-1462.015625;0.00036160303522879574;-4161.869590247608;-4161.8515625;0.0004331646443367993;195.19526893972147;3.4879775630587786;195.19526893972147;0.032381466138920276
-44582.21684858858;-44582.376953125;0.0003591219722564429;-41076.906475978605;-41076.7158203125;0.0004641431949522582;2689.2247851282073;3.963693590131964;2689.2247851282073;3.532023867597476
20777.09188984506;20777.17578125;0.0004037687535048543;-12859.606537779535;-12859.5537109375;0.00041079672134329835;1081.2109056576567;2.123453949368831;1081.2109056576567;4.22629456496444
19619.97727296532;19620.0517578125;0.00037963778522344556;-806.301364729722;-806.2998046875;0.00019348128258354653;865.5539092749012;1.616196553839849;865.5539092749012;2.622959322511615
-32385.87819798533;-32386.009765625;0.0004062500293044253;45761.14392265711;45760.9462890625;0.00043188080032099724;2498.0069401589058;5.669479256664543;2498.0069401589058;2.4623071908317016
43916.45800619702;43916.6201171875;0.0003691349390198857;-35633.71545520723;-35633.55859375;0.0004402051686941011;2515.894447875273;2.2540107875244657;2515.894447875273;0.6234280554174597
-26777.185198735184;-26777.2890625;0.00038788156426950587;1214.0713845211433;1214.0654296875;0.0004904846386459696;1193.7107053226405;4.757943684918024;1193.7107053226405;2.5763686441319273
74986.81704506771;74987.1064453125;0.00038593482986828;-24191.228195952976;-24191.142578125;0.00035392096375592286;3527.0417347312214;1.896105143639791;3527.0417347312214;5.714234056357844
