true AC1;fpga AC1;loss AC1;true PH1;fpga PH1;loss PH1;true AC2;fpga AC2;loss AC2;true PH2;fpga PH2;loss PH2;true AC3;fpga AC3;loss AC3;true PH3;fpga PH3;loss PH3;true AC4;fpga AC4;loss AC4;true PH4;fpga PH4;loss PH4
1446.7184578849142;1446.10001551279;0.00042747942334849274;135.8283330280341;136.03360390663147;-0.2052708785973607;1759.192955329282;1762.889718297956;-0.0021013970965919502;348.6966341537054;348.6149072647095;0.08172688899594505;1416.100953665547;1411.7436264547603;0.0030769891083738477;273.06845510969555;272.96533274650574;0.1031223631898115;3021.9266585832;3015.3159775786426;0.0021875716228192455;178.23017648453853;177.88486003875732;0.3453164457812079
3800.544026916608;3795.5903496993797;0.00130341266464611;246.43682157270416;246.7669324874878;-0.3301109147836314;3918.950559239742;3904.7142556104623;0.003632682631250468;272.47984757186833;272.3664426803589;0.11340489150944677;1924.591616381979;1926.4527955761316;-0.0009670514920206125;158.49217094714925;158.43278288841248;0.05938805873677211;212.06985101701747;211.3466352375774;0.003410271549547293;207.31708289341285;207.1754026412964;0.1416802521164584
166.6924480402922;166.873897240848;-0.0010885268210348606;100.32886790028724;100.4760057926178;-0.14713789233056218;3901.7620820540383;3881.4437907394417;0.005207465470037117;308.8439601405374;308.76616287231445;0.07779726822292332;303.27153915335776;302.4448545134833;0.0027258892878057038;182.17950053173112;182.1289451122284;0.05055541950272868;2002.0295148100608;2006.429430368974;-0.0021977276190808517;260.2226266474977;260.36906576156616;-0.1464391140684711
454.1093669466499;454.24562166403643;-0.0003000482423489154;237.71633100284456;237.6222848892212;0.09404611362336368;1855.6839455574166;1862.5060568802944;-0.003676332566873933;311.6906290800529;311.750337600708;-0.059708520655135544;502.5776573936641;500.95897539483616;0.0032207599661757875;169.97744435982926;169.77381038665771;0.20363397317154863;1701.1835376485683;1701.6317870098105;-0.00026349265162877025;88.6014422683201;88.58570909500122;0.015733173318878357
3243.5836727829255;3236.347321940813;0.002230974000403698;324.6474106045057;324.6182999610901;0.02911064341560632;2789.1932048798303;2799.0001472948347;-0.0035160498734353317;29.54141567330057;29.881207942962646;-0.33979226966207676;3460.662699673896;3463.2704166654;-0.0007535311059785026;101.5414125528281;101.32684540748596;0.21456714534214427;3136.714171983232;3130.1735741363705;0.0020851749596062863;2.791572740389652;2.755204200744629;0.03636853964502329
1582.0606762591967;1581.2358012051159;0.0005213928052565447;230.24577062693237;230.08514165878296;0.1606289681494104;3560.2691940651025;3548.174049805298;0.0033972555445994624;313.15379994566445;313.3814458847046;-0.22764593904014419;1658.6950913519138;1659.5705073480576;-0.0005277739113765172;299.9964997340322;299.9147970676422;0.08170266639001511;3320.4266095393655;3319.739490928571;0.00020693684625360946;208.01668644597268;208.04188084602356;-0.025194400050878585
819.7037091880959;821.1544077702379;-0.001769784088910446;309.0495940622679;309.25090432167053;-0.20131025940264635;2932.663986678852;2934.9417028105036;-0.0007766713616008656;46.88867900220063;46.62970852851868;0.2589704736819556;2558.376571150904;2570.2181311506365;-0.004628544575205144;219.3695237455908;219.5012125968933;-0.1316888513024992;2377.3577540130937;2381.2318457189926;-0.0016295787621191378;309.47175153191023;309.701514005661;-0.22976247375078174
3987.6537168570712;3986.870438209837;0.00019642594439002808;243.6481372044344;243.60441064834595;0.04372655608844411;1388.2336880236644;1391.023940188446;-0.0020099297321864253;22.02691000148018;21.973466157913208;0.05344384356697063;2013.9180300104856;2020.0876927484005;-0.0030635123406103984;63.72977477531874;63.77769684791565;-0.04792207259691139;3975.8128480855175;3970.234712426866;0.0014030176650135255;46.23961564378312;46.169036626815796;0.07057901696732216
1909.0806662002751;1916.6485598864185;-0.003964156056960186;212.26617433630094;212.3883101940155;-0.12213585771456792;3933.1506086631566;3921.121497205335;0.003058390754558549;194.09554736516964;194.0037670135498;0.09178035161983189;773.5354692556631;772.5909356788678;0.001221060461137155;150.79087288001972;151.0586347579956;-0.2677618779758859;1727.842070262115;1727.3660541536972;0.0002754974639236215;248.6719976651411;248.57348942756653;0.0985082375745776
3796.7472906717367;3789.9222075791854;0.0017976132120565086;311.7641350707742;311.59077405929565;0.17336101147856198;3300.2506480996653;3284.687264859352;0.004715818554349758;275.35430363514774;275.4437747001648;-0.08947106501705093;3838.728124234322;3841.7101558565278;-0.0007768280341032476;284.03350714865337;284.0419602394104;-0.008453090757029713;945.7420875804553;943.6613882180958;0.0022000706003078127;296.1269067585448;296.10462188720703;0.022284871337774348
